epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,1352.25,1.13327,1.19665,1.38166,0.56329,0.53887,0.50794,0.26451,1.49999,1.33429,1.60069,0.000891022,0.000891022,0.000891022
22,1416.18,1.1222,1.16045,1.36257,0.57781,0.53234,0.55141,0.29378,1.527,1.32092,1.61773,0.000880023,0.000880023,0.000880023
23,1479.85,1.1218,1.1705,1.37116,0.55021,0.49764,0.53516,0.27753,1.51224,1.30398,1.602,0.000869024,0.000869024,0.000869024
24,1543.66,1.13531,1.14733,1.37345,0.54132,0.56557,0.53903,0.29164,1.46229,1.24912,1.5553,0.000858025,0.000858025,0.000858025
25,1607.37,1.1112,1.13238,1.35086,0.6493,0.52594,0.58896,0.32572,1.43561,1.1992,1.5466,0.000847026,0.000847026,0.000847026
26,1671.2,1.10786,1.12836,1.3498,0.72179,0.52174,0.56534,0.31194,1.47376,1.24854,1.58763,0.000836027,0.000836027,0.000836027
27,1734.85,1.09259,1.10768,1.34797,0.60125,0.55418,0.57868,0.34074,1.43892,1.12918,1.55431,0.000825029,0.000825029,0.000825029
28,1798.77,1.06811,1.0743,1.32373,0.63424,0.57538,0.59322,0.32873,1.40109,1.16635,1.52502,0.00081403,0.00081403,0.00081403
29,1864.61,1.07976,1.0586,1.33047,0.69774,0.55122,0.6252,0.32779,1.44221,1.15434,1.54751,0.000803031,0.000803031,0.000803031
30,1928.49,1.06328,1.05901,1.32153,0.64727,0.55737,0.58408,0.32584,1.41078,1.20092,1.5389,0.000792032,0.000792032,0.000792032
31,1992.34,1.05717,1.04651,1.31274,0.65002,0.57532,0.60209,0.33501,1.401,1.13643,1.53069,0.000781033,0.000781033,0.000781033
32,2056.03,1.04904,1.04407,1.31267,0.60759,0.60091,0.58026,0.33163,1.41596,1.14551,1.52155,0.000770034,0.000770034,0.000770034
33,2119.73,1.03517,1.02379,1.30227,0.58201,0.59311,0.60437,0.34473,1.41649,1.12048,1.53654,0.000759035,0.000759035,0.000759035
34,2183.54,1.04808,1.00298,1.30002,0.58641,0.59301,0.59532,0.3538,1.40185,1.13518,1.5258,0.000748036,0.000748036,0.000748036
35,2247.03,1.02458,1.00726,1.29648,0.75048,0.58491,0.65343,0.35887,1.38262,1.07934,1.49695,0.000737037,0.000737037,0.000737037
36,2312.06,1.04403,1.00708,1.29355,0.61021,0.62937,0.6276,0.3559,1.36273,1.08069,1.50961,0.000726038,0.000726038,0.000726038
37,2380.16,1.03313,1.00153,1.30175,0.62678,0.61187,0.63002,0.37054,1.36922,1.07657,1.49322,0.00071504,0.00071504,0.00071504
38,2445.44,1.00866,0.9688,1.27097,0.64277,0.62653,0.63704,0.34553,1.37878,1.10921,1.48428,0.000704041,0.000704041,0.000704041
39,2509.22,1.00041,0.95425,1.27712,0.6868,0.60856,0.63089,0.35909,1.3645,1.05172,1.49672,0.000693042,0.000693042,0.000693042
40,2573.11,1.00808,0.96393,1.28084,0.66302,0.63488,0.65546,0.36596,1.38387,1.0674,1.50145,0.000682043,0.000682043,0.000682043
41,2636.86,0.99905,0.94784,1.27144,0.63565,0.58666,0.63068,0.36687,1.34548,1.04853,1.47372,0.000671044,0.000671044,0.000671044
42,2700.54,0.99433,0.93639,1.26862,0.60768,0.65086,0.647,0.38797,1.35418,1.05559,1.47789,0.000660045,0.000660045,0.000660045
43,2764.35,0.97009,0.90135,1.25248,0.70365,0.61491,0.64193,0.37817,1.34284,1.02307,1.4729,0.000649046,0.000649046,0.000649046
44,2828.09,0.99898,0.92018,1.26272,0.65364,0.64655,0.66111,0.3938,1.38336,1.04366,1.50713,0.000638047,0.000638047,0.000638047
45,2891.9,0.98379,0.91278,1.25887,0.64409,0.63553,0.6669,0.3718,1.38625,1.0381,1.51008,0.000627048,0.000627048,0.000627048
46,2955.59,0.96127,0.88034,1.24781,0.70386,0.62459,0.65693,0.3872,1.33869,0.97759,1.46484,0.000616049,0.000616049,0.000616049
47,3019.37,0.96632,0.88196,1.24259,0.64983,0.64427,0.66319,0.40107,1.3426,1.01319,1.48817,0.000605051,0.000605051,0.000605051
48,3083.12,0.95039,0.8569,1.23497,0.71431,0.60502,0.67534,0.38725,1.32543,0.97619,1.45444,0.000594052,0.000594052,0.000594052
49,3146.82,0.94991,0.85809,1.2362,0.72411,0.61359,0.64994,0.38342,1.34433,1.06141,1.46726,0.000583053,0.000583053,0.000583053
50,3210.43,0.95355,0.84696,1.22982,0.75005,0.63482,0.66597,0.3817,1.34202,1.01153,1.46672,0.000572054,0.000572054,0.000572054
51,3274.11,0.93259,0.84256,1.226,0.68609,0.64268,0.65516,0.38281,1.35112,1.02198,1.47977,0.000561055,0.000561055,0.000561055
52,3337.89,0.94093,0.84177,1.22169,0.75033,0.60966,0.66915,0.40246,1.32689,0.98113,1.44827,0.000550056,0.000550056,0.000550056
53,3401.17,0.93474,0.8187,1.21761,0.83877,0.59117,0.69852,0.38705,1.3414,0.97644,1.46482,0.000539057,0.000539057,0.000539057
54,3464.87,0.91633,0.7956,1.21013,0.7036,0.62061,0.67542,0.38587,1.34504,0.96507,1.45337,0.000528058,0.000528058,0.000528058
55,3528.86,0.93611,0.8048,1.21979,0.68137,0.6357,0.67127,0.39912,1.34665,1.00503,1.46269,0.000517059,0.000517059,0.000517059
56,3592.41,0.91959,0.80412,1.20668,0.6724,0.66354,0.67747,0.38843,1.34008,0.94292,1.46094,0.00050606,0.00050606,0.00050606
57,3656.1,0.90943,0.79707,1.2042,0.65789,0.63481,0.66541,0.38588,1.33174,0.98281,1.44993,0.000495062,0.000495062,0.000495062
58,3719.12,0.90363,0.7812,1.20012,0.69461,0.64562,0.67278,0.38799,1.3264,0.98851,1.45755,0.000484063,0.000484063,0.000484063
59,3782.81,0.90565,0.76664,1.19779,0.683,0.62587,0.65081,0.38476,1.31378,0.94585,1.4348,0.000473064,0.000473064,0.000473064
60,3847.57,0.89559,0.75744,1.19316,0.74156,0.6507,0.67414,0.39397,1.31491,0.91086,1.42356,0.000462065,0.000462065,0.000462065
61,3911.23,0.89006,0.75248,1.1898,0.76354,0.61873,0.69005,0.40189,1.3333,0.94044,1.44722,0.000451066,0.000451066,0.000451066
62,3974.96,0.87962,0.73727,1.18578,0.68508,0.64482,0.68525,0.40785,1.3261,0.9506,1.4435,0.000440067,0.000440067,0.000440067
63,4038.69,0.88313,0.74845,1.18187,0.70106,0.67739,0.68549,0.40663,1.32128,0.93305,1.45616,0.000429068,0.000429068,0.000429068
64,4102.45,0.88745,0.73868,1.18692,0.66318,0.66661,0.67737,0.40405,1.30681,0.91594,1.44312,0.000418069,0.000418069,0.000418069
65,4166.1,0.86684,0.72839,1.17115,0.75651,0.62435,0.67577,0.3958,1.30583,0.92633,1.43927,0.00040707,0.00040707,0.00040707
66,4230.08,0.86212,0.71886,1.16458,0.66266,0.67804,0.67215,0.39934,1.30472,0.9285,1.44318,0.000396071,0.000396071,0.000396071
67,4293.75,0.86714,0.71392,1.16504,0.69725,0.67946,0.69847,0.41421,1.30501,0.91553,1.43538,0.000385073,0.000385073,0.000385073
68,4357.53,0.85792,0.71402,1.16558,0.75209,0.65168,0.68625,0.3868,1.31161,0.91916,1.44722,0.000374074,0.000374074,0.000374074
69,4421.2,0.83549,0.69206,1.16047,0.7014,0.63607,0.65746,0.39773,1.28817,0.89608,1.42549,0.000363075,0.000363075,0.000363075
70,4484.46,0.83878,0.68922,1.15552,0.7288,0.66158,0.69055,0.397,1.30742,0.92867,1.4458,0.000352076,0.000352076,0.000352076
71,4547.64,0.83778,0.69594,1.15592,0.74177,0.69038,0.7189,0.42316,1.27838,0.88239,1.40824,0.000341077,0.000341077,0.000341077
72,4610.79,0.83005,0.67395,1.14914,0.67115,0.66,0.68178,0.41466,1.28047,0.91678,1.4166,0.000330078,0.000330078,0.000330078
73,4673.98,0.83195,0.67295,1.14731,0.73941,0.65726,0.69888,0.40837,1.30293,0.88749,1.44484,0.000319079,0.000319079,0.000319079
74,4737.69,0.82544,0.67879,1.14398,0.71161,0.67924,0.69672,0.40675,1.29713,0.87423,1.43693,0.00030808,0.00030808,0.00030808
75,4801.33,0.81336,0.66712,1.13936,0.74083,0.64891,0.69485,0.41241,1.27961,0.8987,1.4169,0.000297081,0.000297081,0.000297081
76,4864.94,0.81097,0.66426,1.13505,0.75271,0.6707,0.71897,0.41902,1.2992,0.89457,1.43787,0.000286083,0.000286083,0.000286083
77,4928.45,0.79535,0.64308,1.12948,0.72048,0.67836,0.71235,0.418,1.28337,0.88007,1.43429,0.000275084,0.000275084,0.000275084
78,4992.11,0.79716,0.6466,1.13164,0.77105,0.65366,0.7174,0.41936,1.27035,0.88147,1.41461,0.000264085,0.000264085,0.000264085
79,5055.56,0.79829,0.64062,1.12497,0.72227,0.66986,0.67689,0.40933,1.28593,0.90041,1.43705,0.000253086,0.000253086,0.000253086
80,5119.42,0.78652,0.62595,1.12559,0.74254,0.66911,0.70781,0.41516,1.30424,0.86922,1.45285,0.000242087,0.000242087,0.000242087
81,5183.22,0.78558,0.63483,1.12095,0.75045,0.67604,0.71994,0.41946,1.30667,0.87934,1.45295,0.000231088,0.000231088,0.000231088
82,5246.81,0.78395,0.61372,1.11853,0.79442,0.65214,0.7058,0.40451,1.32185,0.92137,1.46349,0.000220089,0.000220089,0.000220089
83,5310.51,0.77542,0.60189,1.10818,0.77522,0.69375,0.72474,0.41798,1.27815,0.87722,1.42959,0.00020909,0.00020909,0.00020909
84,5374.17,0.77445,0.60514,1.11275,0.75789,0.67538,0.70785,0.40116,1.2843,0.89076,1.43112,0.000198091,0.000198091,0.000198091
85,5437.65,0.77389,0.60706,1.11473,0.74919,0.67902,0.70695,0.40905,1.27134,0.87727,1.42189,0.000187092,0.000187092,0.000187092
86,5501.27,0.76482,0.58901,1.10461,0.73675,0.65789,0.71359,0.41117,1.28081,0.90193,1.42771,0.000176094,0.000176094,0.000176094
87,5564.84,0.74907,0.57686,1.09508,0.75217,0.66087,0.70159,0.40005,1.29397,0.90219,1.4445,0.000165095,0.000165095,0.000165095
88,5628.37,0.75667,0.58833,1.09711,0.77641,0.66662,0.72045,0.4165,1.28045,0.88696,1.43667,0.000154096,0.000154096,0.000154096
89,5692.05,0.7561,0.5693,1.0975,0.79413,0.63282,0.71568,0.42902,1.26744,0.8818,1.43126,0.000143097,0.000143097,0.000143097
90,5755.76,0.74446,0.57281,1.09609,0.77909,0.63946,0.69521,0.41646,1.27456,0.89988,1.43224,0.000132098,0.000132098,0.000132098
91,5816.43,0.76223,0.49774,1.09926,0.7618,0.65183,0.70169,0.40062,1.28425,0.88589,1.44902,0.000121099,0.000121099,0.000121099
92,5876.8,0.74672,0.47245,1.08845,0.76645,0.64805,0.70738,0.40455,1.28946,0.88126,1.45085,0.0001101,0.0001101,0.0001101
93,5937.16,0.73288,0.46151,1.07983,0.7291,0.67747,0.69564,0.40696,1.28333,0.87867,1.44386,9.91012e-05,9.91012e-05,9.91012e-05
94,5996.8,0.72745,0.44916,1.07772,0.73241,0.67299,0.70772,0.40829,1.27641,0.87596,1.4364,8.81023e-05,8.81023e-05,8.81023e-05
95,6057.14,0.71432,0.44623,1.06352,0.71381,0.69234,0.70014,0.40536,1.28202,0.87406,1.45141,7.71034e-05,7.71034e-05,7.71034e-05
96,6117.32,0.71279,0.43497,1.06788,0.71491,0.68995,0.70102,0.40636,1.27627,0.87719,1.44335,6.61045e-05,6.61045e-05,6.61045e-05
97,6177.75,0.70839,0.44172,1.06559,0.77732,0.64227,0.69576,0.40613,1.27125,0.88676,1.43586,5.51056e-05,5.51056e-05,5.51056e-05
98,6238.1,0.70453,0.42913,1.05549,0.74349,0.67222,0.70088,0.40503,1.26892,0.87491,1.437,4.41067e-05,4.41067e-05,4.41067e-05
99,6298.48,0.70036,0.43441,1.05642,0.75803,0.6794,0.70135,0.41133,1.27021,0.88234,1.44057,3.31078e-05,3.31078e-05,3.31078e-05
100,6358.79,0.69042,0.42302,1.05022,0.75571,0.67716,0.69536,0.40991,1.26549,0.88554,1.43832,2.21089e-05,2.21089e-05,2.21089e-05
